Symbol,MarketCapitalization,latest_close,RevenueTTM,GrossProfitTTM,value_score,growth_momentum,mom_50,mom_200,profitability,log_shares_out,ForwardPE,EVToRevenue,EVToEBITDA,BookValue,Beta,return_6m
,0.02365934686422505,0.02204384505449969,0.03455787034382289,0.02714418496642526,0.8222223107272804,0.00038834086928990507,0.5807686177544078,0.5267257345669791,0.9245625478574062,0.6115652519596397,0.07938205644657467,0.23112094753994705,0.1643237228852979,0.025365202069004715,0.4906187624750498,12.7502
,0.05176516252880902,0.014159520914656259,0.06159676999850909,0.06927744360735534,0.8196084917188691,0.0001471737689347092,0.4135471328321938,0.32054428379169875,0.8810371231672386,0.7509807416452048,0.07918213941214397,0.27021669868910675,0.2215021969927213,0.03988091854714944,0.3249500998003992,-14.4744
,0.10845578102230485,0.03000015997952262,0.085080708878991,0.1211128349211903,0.5166211961192098,0.00013769198550194086,0.5606811974185413,0.5315539345300044,0.8760103230197669,0.7528792575194581,0.06014004188261871,0.4636889850913249,0.37410690829293913,0.018000767350650825,0.15848303393213573,12.0035
,0.03658061798259413,0.029030950704976428,0.09842653423912805,0.062255299051329316,0.9143940512521176,0.00048027294344239854,0.25285715561663014,0.2754262738822365,0.8896939961997674,0.6297396112634688,0.06168939889945672,0.11170562054624611,0.11834913897459935,0.054702154265901214,0.5185628742514969,-9.2223
,0.02898160966974655,0.03432893922911201,0.03291293287804182,0.05839306542889733,0.8424839128561845,0.0005763275321308783,0.2345616354556359,0.19687376294803094,0.9298942174073339,0.5824701611079257,0.03605003923371801,0.27161514701948103,0.11306914474395889,0.03905672710737225,0.6299401197604789,-25.6108
,0.08952665487368917,0.026776572598707363,0.048078713274360634,0.04997029677616957,0.5492924509005139,0.001497709530923806,0.40589170235935845,0.5702298126320529,0.8725929497178185,0.7434629257334684,0.13525886756995847,0.5755648515212688,0.5572325618532006,0.04652418575569829,0.803193612774451,16.7934
,0.0005170233158790905,0.006983106162411212,0.011750600122626565,0.009979503927729994,0.874437362779044,0.00018345189685138824,0.9269415649086745,0.5797958385270581,0.8597955248007714,0.3580411167973596,0.0957252740112853,0.034122139261132875,0.19742027208711732,0.045088955834706984,0.4902195608782435,3.5362
,0.002662140757587687,0.0013078325974275294,0.01662401971088246,0.005303273119289974,0.9634262785408727,0.0005742662748628852,0.6968833302603803,0.6629257197837175,0.8678710189728028,0.6467724042847174,0.015258667652924038,0.19883503173869696,0.13006815055967935,0.02292104814414824,0.41237524950099796,22.314
,0.015603757573992188,0.01445681619419381,0.023697663373194917,0.021726972777656763,0.8811681369167048,0.0003269154027037099,0.566771445101047,0.5034147255898154,0.8825614701795185,0.6097764256894498,0.05634161822843519,0.24528783714765193,0.17385346856986847,0.05945546524185756,0.2894211576846307,9.0435
,0.009068380660338828,0.015909963524668842,0.009444341153434753,0.009618726476633732,0.8056725245959879,0.000601887122253993,0.3601973564027776,0.4125893718201403,0.8903959048240265,0.5389895708390811,0.08567944303114208,0.3195880049614515,0.23141828371855824,0.03598732450406412,0.5433133732534929,5.5453
,0.0038556566703756203,0.014036869947313412,0.005517146275054128,0.00629078760800834,0.8281983205069288,0.0011229729596026554,0.8628393557424263,0.7908526831066269,0.8753651342843368,0.4600806601347982,0.055991763418181455,0.29131502784736246,0.15917250900174626,0.04244585914852498,0.3137724550898203,50.1747
,0.001263175233561148,0.006505833919924917,0.019616715106476192,0.008009104002511945,0.8365635602384978,0.0001921091773769594,0.6180101806532838,0.5172405273095471,0.8598380647173932,0.43357522297257023,0.029002963770035438,0.04172240192621059,0.09233550886266345,0.04438555107144887,0.49301397205588815,-3.6437
,0.003179710929298404,0.02403692327382095,0.0053800850115239005,0.007118033652105096,0.8420312189354169,0.0006319814783666927,0.697077381192899,0.5982117326850913,0.8754360341453731,0.37887436552604536,0.06543784329503255,0.18095921395043418,0.24339485599781588,0.059199681691581886,0.7560878243512973,31.1311
,0.003686505513082094,0.023067713999274757,0.005302980900408706,0.004491523854323383,0.8434733596822488,0.0005454086731109814,0.6470482141194422,0.5471853149174195,0.9010379739655711,0.4000641921537491,0.08223087418721231,0.2575090595130968,0.19806417382256122,0.03514181776843063,0.4395209580838323,7.3757
,0.004446759924582658,0.00862822892003157,0.005713587079860098,0.005070155381658542,0.845575913683934,0.000489754726875167,0.6279486624850932,0.5288308066933007,0.8800657950710417,0.5278309242852524,0.08437998230734245,0.4132232409952089,0.1583998269192135,0.03926277496731655,0.2926147704590818,10.1671
,0.01402722569950253,0.026801902689789037,0.09418435851916018,0.0583042586717044,0.9827109669555989,0.0009086022037313703,0.5351996826041876,0.45893957863456736,0.8998255863418507,0.5292059807188012,0.022455680892429643,0.05072111292166259,0.17385346856986847,0.09720485420337635,0.11896207584830337,0.353
,0.9837299426363588,0.03989489345363794,0.5617856865113484,0.6663946469440328,0.6902509433826274,0.0006645493432009841,0.42864017395685416,0.6847234046977286,0.9159269447831883,0.8920358458190967,0.11471739228220287,0.542731716808133,0.2296153588593152,0.0434689933496277,0.4586826347305389,49.9362
,0.9846956181853393,0.039934888334293206,0.5617856865113484,0.6663946469440328,0.6897794910511712,0.0006645493432009841,0.42691727172961125,0.6819416855620029,0.9159269447831883,0.8840711943943542,0.11471739228220287,0.542731716808133,0.2296153588593152,0.0434689933496277,0.4586826347305389,49.3436
,0.5674541613553472,0.025639384825409013,0.9999999999999999,1.0,0.8628977438009688,0.0005388126498534034,0.2862031431859504,0.33015258976142015,0.8848231757465755,0.9634569070728431,0.10222257763028342,0.17779750468176186,0.13934033555007236,0.046282612402660156,0.5780439121756487,-13.9549
,0.007739192343768427,0.013931550094921185,0.01202684892837368,0.011084037970317014,0.8696717464623547,0.0005210858373486624,0.6516688398553856,0.5361220696448403,0.8781514988230623,0.5363010566794009,0.08413008601430405,0.3390446773840505,0.138953994508806,0.05350849769794805,0.25908183632734527,10.352
,0.05253115666460756,0.04835647703760585,0.05102536720232984,0.07170297261276481,0.7758577160741882,0.0009576601267096068,0.6530757215127565,0.6378514285924632,0.9523340234253141,0.6142598557806005,0.06403842405401758,0.3986307366782597,0.23914510454388574,0.030473767975899506,0.21357285429141712,24.5286
,0.04757007177846829,0.018697606706341588,0.03197215222291415,0.0233629597578202,0.6803933808919893,0.0009020061804737923,0.5645333073358172,0.6657454384590127,0.904937466322566,0.7104923236639988,0.14605438742921686,0.4801055524478927,0.31538307002045024,0.026835957483089864,0.5081836327345308,34.3467
,0.04350178132805289,0.04407835797017982,0.015125170426678,0.018306463965502395,0.42426551870767576,0.0008414052167947944,0.7292465917097335,0.7715596453178653,0.8784634582116219,0.6028074193030475,0.14660415927390133,0.9306491232336992,0.40540053263551545,0.06813079065537431,0.4367265469061875,45.5338
,0.017977122793755487,0.042025287429875643,0.023721381705001487,0.022012819527371497,0.8541382603431762,0.001047530943594107,0.4025152475504945,0.34988834596886065,0.9091134681376024,0.5067058844143586,0.06458819589870204,0.28480920300605594,0.13238619680727762,0.05004120957198886,0.3500998003992015,-12.3457
,0.00253799437163258,0.0098640707322796,0.005094399100109749,0.0036364812952252405,0.880979009241583,0.0005408739071213965,0.7134745539552365,0.589494961801527,0.8974220810527211,0.43129886304197185,0.07878230534328254,0.17092686723253162,0.14680959568122226,0.028590916841925766,0.5612774451097804,11.425
,0.0022353188496188193,0.002859633966852243,0.01283187701380845,0.01682317465390987,0.972881894451175,0.00045430110186568516,0.6423582830038632,0.6857238088574589,0.894323757125436,0.5654055640362603,0.030502341528265767,0.08270301821630957,0.0035672156143595236,0.030978229977832093,0.3037924151696606,36.3281
,1.0,0.033237078987222966,0.6075216187711231,0.5716378536704476,0.6443909299269017,0.0006022993737075916,0.4358476171427723,0.49934809659779456,0.9914920166756473,0.9999999999999998,0.13101063058830587,0.5214509813459155,0.288983098867248,0.023326038765418063,0.46706586826347296,10.4452
,0.004476115039180393,0.010495989846632966,0.02820972720039777,0.010351382223475373,0.7036196975360431,0.0003038293213021869,0.6170285761156398,0.5543105812297211,0.8625889793256005,0.5057485537132702,0.0302024659766197,0.06695527397426858,0.10894817363711758,0.04981384641618826,0.6239520958083832,14.8558
,0.008466283341982008,0.008404257588362024,0.11174150763036872,0.013476269992201464,0.9279588775648273,0.0003244418939821181,0.6778089445823519,0.6246208978904015,0.8621706701454865,0.6008661593382272,0.06473813367452508,0.02518423036700149,0.1430749656156473,0.05243562780651396,0.29740518962075846,16.3347
,0.04702501325306439,0.018013694247136367,0.012315235939221802,0.015517992844290084,0.4215868554739622,0.0006620758344793923,0.6105561882891304,0.5633603823032165,0.9165650435325147,0.7133134492034994,0.19358466236511845,1.0000000000000002,0.5200150415445398,0.026054396635025293,0.6015968063872255,3.1245
,0.013831655950288636,0.026927219982508903,0.017900624040471397,0.0152246530244372,0.814522128153276,0.0004147249623202171,0.2484863744361936,0.17325212243172006,0.8710898726638496,0.5277954991408522,0.057291224141981074,0.28061385801493305,0.20360172874737925,0.0835417495594839,0.2878243512974052,-28.7886
,0.00249729605670448,0.028131065890232714,0.017628979381486734,0.01254490912614065,0.9624110057616131,0.0005520046963685594,0.3894018527943115,0.45490739101843836,0.8740322168968548,0.336905218489467,0.031102092631557908,0.0,0.17385346856986847,0.10246973227988404,0.254690618762475,2.3435
,0.0074685114803883625,0.02303438493206203,0.00654420445492218,0.007322594466876677,0.7954217718799963,0.0005594252225333346,0.6024051038808538,0.5187940244266229,0.8838022177476532,0.4763907520439281,0.08962780446114862,0.4801055524478927,0.17527005238784518,0.08040840106860683,0.32774451097804386,8.3933
,0.012682916486550297,0.02996283142424436,0.009360629394117446,0.017120122248273716,0.6902546480891729,0.0006435245190674542,0.2458195345386862,0.22858644403366513,0.9033351294631462,0.5053374265295958,0.08138122679088178,0.4308558503781892,0.31795867696222607,0.02876143920877622,0.6051896207584829,-19.3597
,0.006215847853739656,0.02262643714937821,0.003993574117931285,0.004807700886830661,0.7379086615832344,0.0003063028300237786,0.4840775540754245,0.3657455430912008,0.8891693372280991,0.4578492889882335,0.14775368222187793,0.6740642556606758,0.16638420843871854,0.07871028249872108,0.3261477045908183,-7.5506
,0.0036044646311731605,0.02524076918154476,0.01210567750173081,0.006575152394962413,0.9082659241046132,0.0004757381774528137,0.6010799796548549,0.5452017416038775,0.8891480672697881,0.38756377201602876,0.07273481505175353,0.12246759247999615,0.14384764769818004,0.03964645029273006,0.41876247504990016,12.0265
,0.015671387008495987,0.007296399394210874,0.03844348977693858,0.017730668703975085,0.8976990449740443,0.0003578342617236068,0.8136224439211697,0.77129774871518,0.877265250560109,0.6850212571198753,0.0930763733050784,0.1320743244886544,0.15955885004301262,0.03262661285738646,0.368063872255489,42.9907
,0.10169568707666687,0.006143213668650413,0.14962526151902408,0.2976273629115691,0.8881981983025438,0.0006027116251611903,0.4516809262894701,0.48748428056080906,0.8844615864552906,0.917035133437816,0.040298276215370625,0.4089670939027654,0.17385346856986847,0.046374978684704145,0.5333333333333332,11.9514
,0.016534650430982362,0.022586442268722935,0.03033879627903462,0.02791291845837653,0.8668552794678015,0.0005866338184708439,0.6746309344618062,0.6213020776500562,0.8699271149428547,0.539659110165106,0.04829495759259907,0.18515455894155708,0.1462944742928671,0.08214915023020519,0.13892215568862273,-10.2327
,0.003255920811215808,0.007909654230925107,0.05810459304379277,0.02562059403833412,0.9488017283759989,0.00027579622245748036,0.4270159185033151,0.35185932020332655,0.8781089589064406,0.5039722345660158,0.029252860063073823,0.018921613930977462,0.09233550886266345,0.0280367191496618,0.6115768463073852,-8.139
,0.0014186981048668044,0.033341065676926684,0.0033545897022983816,0.003227137648789096,0.9244006710619486,0.00013604297968754637,0.24601160389922283,0.3499886445618554,0.8859221235926378,0.24038707299203188,0.11436753747194914,0.14928131916239032,0.040823370027146894,0.21539106462797705,0.4962075848303392,-10.1869
,0.00725191292904182,0.025336756895117427,0.013549844869553221,0.02117803600975799,0.8834560653638945,0.0005120163053694927,0.6644258150792994,0.7402410327896769,0.8753225943677151,0.46240546707993313,0.0425973221113238,0.1885594766155119,0.12710620257663718,0.10742198601716593,0.0906187624750499,41.7893
